"","sex","age","race","hispanic_origin","citizenship","nativity","marital","family_size","children","education_level","english_level","salary","hours_worked","weeks_worked","occupation","industry","economic_region"
"10367","female",34,"white","no",1,"native","married",6,4,11,1,5400,25,39,"35-2021","722Z","Great Lakes"
"10368","female",47,"white","no",1,"native","married",4,2,22,0,28000,40,49,"25-2020","6111","Southeast"
"10369","male",28,"white","no",1,"native","married",3,1,19,0,40000,50,49,"55-3010","928110P3","Southeast"
"10370","female",31,"white","no",1,"native","married",3,1,22,0,56000,40,49,"25-2010","6111","Far West"
"10371","female",41,"white","no",1,"native","married",5,3,22,0,41000,30,49,"25-2020","6111","Southeast"
"10372","female",59,"white","no",1,"native","married",2,0,20,0,33500,35,49,"25-9040","6111","Southeast"
"10373","female",58,"white","no",1,"native","divorced",2,0,16,0,38000,35,49,"11-91XX","9211MP","Mideast"
"10374","female",27,"white","no",1,"native","never married",3,1,20,0,25000,40,49,"43-4061","923","Southeast"
"10375","female",64,"white","no",1,"native","divorced",2,0,21,0,53000,70,49,"25-2020","6111","Rocky Mountain"
"10376","female",46,"other","yes",4,"foreign-born","married",5,1,10,2,3000,30,0,"35-2010","6111","Rocky Mountain"
"10377","female",28,"white","no",1,"native","never married",1,0,21,0,46000,50,49,"11-91XX","611M1","Southeast"
"10378","male",57,"white","no",1,"native","married",4,1,20,0,75000,40,49,"47-2111","23","Great Lakes"
"10379","male",32,"white","no",1,"native","married",1,0,22,0,54000,40,49,"17-2110","92M1","Far West"
"10380","female",44,"white","no",1,"native","married",5,3,23,0,85000,45,49,"11-3031","92113","Great Lakes"
"10381","female",36,"white","no",1,"native","married",4,2,20,0,50000,35,49,"11-9141","531M","Great Lakes"
"10382","female",40,"white","no",1,"native","divorced",3,2,21,0,5500,24,26,"35-3041","6111","New England"
"10383","female",51,"black","no",1,"native","married",2,0,22,0,4500,40,49,"43-1011","928P","Mideast"
"10384","male",25,"white","no",1,"native","married",2,0,19,0,24000,50,49,"49-3011","928110P2","Plains"
"10385","female",48,"white","no",1,"native","married",2,0,19,0,35000,40,49,"43-4061","923","Southeast"
"10386","female",41,"white","yes",1,"native","never married",2,0,21,1,5500,19,47,"43-9022","611M1","Rocky Mountain"
"10387","male",34,"black","no",4,"foreign-born","married",5,2,18,2,80000,40,49,"47-2111","23","Far West"
"10388","male",31,"white","no",1,"native","married",4,2,19,0,38000,36,49,"33-2011","92MP","Southeast"
"10389","male",33,"white","no",1,"native","married",3,1,21,0,49000,40,49,"33-9091","92MP","Southwest"
"10390","male",23,"asian","no",1,"native","married",2,0,19,0,36000,60,49,"29-2061","928110P3","Southeast"
"10391","female",41,"black","no",4,"foreign-born","married",4,2,19,0,68000,40,49,"41-1012","22132","New England"
"10392","female",35,"white","no",1,"native","married",5,3,19,0,50000,30,49,"29-1141","923","Plains"
"10393","female",56,"white","no",1,"native","never married",1,0,23,0,58000,60,49,"25-2020","6111","Southeast"
"10394","male",37,"white","yes",2,"native","married",3,1,21,1,48000,40,49,"53-2010","92MP","Southeast"
"10395","female",57,"black","no",1,"native","never married",1,0,16,0,18000,52,39,"35-9011","6231","Great Lakes"
"10396","female",46,"white","no",1,"native","married",3,1,16,0,65000,50,49,"13-1070","928P","Mideast"
"10397","female",33,"AIAN","no",1,"native","divorced",2,1,22,0,52000,40,49,"25-2020","6111","Southwest"
"10398","male",53,"white","no",1,"native","married",2,0,22,0,87000,40,49,"29-112X","622M","Great Lakes"
"10399","male",55,"white","no",1,"native","married",2,0,19,0,80000,70,49,"53-7062","492","Mideast"
"10400","female",50,"white","no",1,"native","married",4,0,20,0,11000,40,49,"25-9040","6111","Southeast"
"10401","female",45,"white","no",1,"native","divorced",3,2,19,0,31000,40,49,"43-6014","6111","Plains"
"10402","male",56,"white","no",1,"native","married",2,0,21,0,2e+05,35,49,"33-3050","92MP","Mideast"
"10403","female",42,"white","no",1,"native","married",4,2,21,0,76000,40,49,"25-2020","6111","Far West"
"10404","male",41,"mix","yes",5,"foreign-born","married",3,1,22,1,1e+05,52,49,"19-3011","928P","Mideast"
"10405","male",36,"white","yes",1,"native","married",4,2,23,0,128000,40,49,"23-2093","53M","Southeast"
"10406","female",58,"white","no",1,"native","never married",1,0,22,0,93000,24,49,"25-2030","6111","Great Lakes"
"10407","female",43,"white","no",1,"native","married",4,1,21,0,52000,40,49,"25-2020","6111","Rocky Mountain"
"10408","female",60,"asian","no",1,"native","widowed",5,2,23,1,80000,40,49,"15-1251","6111","Southeast"
"10409","female",56,"white","yes",1,"native","married",6,1,23,2,16000,28,26,"31-1122","6241","Far West"
"10410","female",32,"white","no",4,"foreign-born","married",3,1,23,1,25000,50,26,"25-1000","611M1","Plains"
"10411","male",37,"black","no",1,"native","married",5,3,16,0,40000,40,49,"53-7061","22132","Southeast"
"10412","female",29,"AIAN","no",1,"native","never married",4,0,23,1,48000,40,49,"11-9030","6111","Mideast"
"10413","male",31,"other","yes",4,"foreign-born","married",2,0,20,0,43000,40,49,"43-9061","92MP","Far West"
"10414","male",42,"black","no",1,"native","married",4,2,16,0,95000,40,49,"33-3050","928P","Great Lakes"
"10415","female",58,"white","no",1,"native","married",2,0,18,0,48000,40,49,"43-6014","6111","Mideast"
"10416","female",39,"black","no",1,"native","married",4,2,15,0,86000,35,39,"25-9040","6111","Great Lakes"
"10417","female",28,"black","no",1,"native","never married",3,1,16,1,30000,40,49,"31-1122","92MP","Great Lakes"
"10418","male",57,"NHOPI","no",1,"native","married",2,0,19,0,58000,99,49,"49-9021","6111","Southwest"
"10419","female",62,"white","yes",4,"foreign-born","married",2,0,9,3,28000,40,49,"37-201X","6111","Rocky Mountain"
"10420","female",39,"white","no",1,"native","divorced",7,0,21,0,20900,40,26,"25-2020","6111","Southeast"
"10421","female",63,"white","no",1,"native","married",3,0,16,0,20000,40,49,"41-2010","7224","Mideast"
"10422","male",55,"white","no",1,"native","never married",2,0,17,0,60000,40,49,"49-3040","311M1","Plains"
"10423","female",64,"white","no",1,"native","married",3,0,22,0,1e+05,44,47,"25-2020","6111","Mideast"
"10424","male",39,"white","no",1,"native","married",4,2,21,0,53000,40,49,"25-2020","6111","Southeast"
"10425","male",32,"asian","no",5,"foreign-born","never married",4,3,15,2,32000,52,49,"35-2010","722Z","Plains"
"10426","male",32,"white","no",1,"native","never married",2,0,21,0,42000,40,49,"33-3021","92MP","Southeast"
"10427","female",56,"white","no",1,"native","married",3,0,21,0,88000,40,49,"13-2031","92113","Great Lakes"
"10428","female",32,"white","no",1,"native","married",2,0,22,0,60000,50,49,"25-2050","6111","Far West"
"10429","male",63,"white","no",1,"native","married",2,0,20,0,52000,40,49,"53-3030","6111","Far West"
"10430","female",50,"white","no",1,"native","divorced",2,1,20,0,29000,75,49,"39-9011","923","Rocky Mountain"
"10431","female",28,"white","no",1,"native","never married",1,0,22,0,68000,50,49,"19-2099","92MP","Rocky Mountain"
"10432","female",35,"white","yes",1,"native","married",4,2,22,0,60000,50,49,"25-2020","611M3","Mideast"
"10433","male",44,"AIAN","yes",1,"native","never married",1,0,22,0,65000,40,49,"43-9061","928P","Far West"
"10434","male",39,"white","no",1,"native","never married",3,0,21,0,43000,70,39,"25-2020","6111","Great Lakes"
"10435","male",28,"white","no",1,"native","divorced",1,0,18,0,32000,99,49,"53-50XX","928110P5","Southeast"
"10436","female",61,"white","no",1,"native","married",2,0,22,0,80000,40,39,"25-2020","6111","Southeast"
"10437","female",34,"white","no",1,"native","married",2,0,21,0,90000,40,49,"33-9093","928P","Mideast"
"10438","female",61,"white","no",1,"native","married",2,0,21,0,62000,48,49,"25-2020","6111","Plains"
"10439","male",57,"white","no",1,"native","never married",1,0,20,0,26000,40,49,"37-201X","92M1","Plains"
"10440","female",39,"black","no",1,"native","never married",3,2,16,0,16600,37,26,"43-4051","92M2","Great Lakes"
"10441","male",47,"white","no",1,"native","divorced",5,1,17,0,13000,19,49,"31-1122","6216","Far West"
"10442","male",56,"white","no",1,"native","married",2,0,23,0,110000,40,49,"23-10XX","92MP","New England"
"10443","male",46,"white","no",1,"native","divorced",1,0,21,0,35000,40,49,"11-3012","92MP","Plains"
"10444","male",51,"white","no",1,"native","divorced",1,0,18,0,85000,40,49,"49-3011","928P","Southeast"
"10445","male",47,"white","no",1,"native","married",2,0,21,0,47000,40,49,"43-6014","611M1","Rocky Mountain"
"10446","male",36,"white","no",1,"native","married",5,3,20,0,68000,45,49,"51-8031","2213M","Southeast"
"10447","female",50,"black","no",1,"native","never married",1,0,18,0,24000,48,49,"31-1121","623M","Southeast"
"10448","male",60,"white","no",1,"native","married",2,0,18,0,70000,99,49,"33-2011","92MP","Great Lakes"
"10449","female",38,"white","no",1,"native","married",4,2,20,0,85000,36,49,"29-1141","622M","Southeast"
"10450","male",45,"other","yes",1,"native","never married",3,0,16,1,32000,40,49,"37-201X","6111","Far West"
"10451","female",61,"white","no",1,"native","married",2,0,17,0,52000,40,49,"41-1011","92MP","Rocky Mountain"
"10452","male",56,"white","no",1,"native","divorced",1,0,16,0,36000,40,49,"53-3051","6111","Far West"
"10453","male",44,"white","yes",1,"native","divorced",2,1,19,1,17500,35,49,"43-30XX","92113","Great Lakes"
"10454","female",49,"white","no",1,"native","married",2,0,18,0,14000,20,26,"25-9040","6111","Far West"
"10455","female",20,"white","no",1,"native","never married",8,5,19,0,3200,15,49,"43-4071","51912","Plains"
"10456","male",57,"white","no",1,"native","married",2,0,16,0,112000,40,49,"51-1011","2213M","Far West"
"10457","female",49,"white","no",1,"native","married",4,0,20,0,68000,40,49,"15-1211","92M2","Great Lakes"
"10458","male",44,"white","no",1,"native","married",1,0,23,0,3200,20,0,"29-1210","611M1","Far West"
"10459","male",49,"white","no",1,"native","married",4,0,21,0,45000,70,49,"33-1021","92MP","Southeast"
"10460","male",26,"white","no",1,"native","never married",1,0,20,0,16000,60,47,"27-4021","9211MP","Mideast"
"10461","male",52,"black","no",1,"native","never married",1,0,18,0,75000,40,49,"33-3012","92MP","Mideast"
"10462","female",50,"white","no",1,"native","married",4,1,22,0,14000,30,26,"25-2020","6111","Rocky Mountain"
"10463","male",60,"white","no",1,"native","divorced",1,0,24,0,71000,40,49,"25-1000","611M1","Far West"
"10464","male",31,"white","no",1,"native","married",2,0,19,0,56000,42,49,"41-1012","712","Plains"
"10465","female",55,"white","no",1,"native","married",2,0,22,0,68000,40,49,"25-2030","6111","Mideast"
"10466","female",23,"black","no",1,"native","married",2,0,16,0,20000,40,49,"55-9830","928110P3","Southeast"
"10467","male",55,"white","no",1,"native","married",2,0,20,0,38000,40,49,"37-1012","713Z","Southeast"
"10468","female",61,"white","no",1,"native","widowed",2,0,19,0,22000,25,49,"53-3052","485M","Mideast"
"10469","female",62,"other","yes",5,"foreign-born","divorced",3,0,16,1,92000,40,39,"25-9040","6111","Southeast"
"10470","male",35,"white","no",1,"native","married",2,0,24,0,60000,40,49,"19-2010","611M1","New England"
"10471","female",51,"black","no",1,"native","married",2,0,21,0,131000,50,49,"13-1111","928P","Southeast"
"10472","female",27,"white","no",1,"native","never married",1,0,22,0,36000,40,49,"21-1012","611M1","Plains"
"10473","female",51,"white","no",1,"native","married",3,0,16,0,8000,25,39,"39-9011","6111","Southeast"
"10474","male",45,"white","no",1,"native","widowed",2,0,20,0,90000,40,49,"15-1299","923","Far West"
"10475","male",43,"white","no",1,"native","married",4,2,20,1,90000,65,49,"49-2011","5415","Mideast"
"10476","female",35,"white","no",1,"native","married",4,0,19,0,15000,35,0,"43-6014","6111","Mideast"
"10477","male",30,"white","yes",5,"foreign-born","divorced",3,1,21,1,57000,40,49,"17-2081","92M1","Rocky Mountain"
"10478","female",50,"white","no",3,"native","divorced",1,0,22,0,60000,40,49,"33-9021","92M2","Southeast"
"10479","male",38,"white","no",1,"native","married",4,1,16,0,43000,50,49,"33-2011","92MP","Rocky Mountain"
"10480","female",37,"white","no",1,"native","never married",2,0,22,0,84000,40,49,"25-2020","6111","Mideast"
"10481","male",60,"black","no",1,"native","divorced",1,0,18,0,60000,40,49,"43-5053","491","Great Lakes"
"10482","female",63,"white","no",4,"foreign-born","married",2,0,22,1,87000,40,49,"19-30XX","92MP","Rocky Mountain"
"10483","male",49,"white","no",1,"native","divorced",1,0,21,0,150000,40,49,"11-91XX","928P","Mideast"
"10484","male",40,"white","no",5,"foreign-born","married",1,0,24,1,44200,40,49,"19-2099","611M1","Plains"
"10485","male",35,"asian","no",1,"native","married",3,1,22,1,116000,50,49,"13-2081","92113","Southeast"
"10486","female",35,"white","no",1,"native","divorced",3,2,20,0,25700,40,49,"53-3030","6241","Southeast"
"10487","male",19,"white","no",1,"native","never married",1,-1,18,0,9000,12,47,"11-91XX","611M1","Plains"
"10488","male",33,"white","no",1,"native","married",3,1,19,0,44000,55,49,"49-2020","928P","Far West"
"10489","male",56,"white","no",1,"native","married",2,0,21,0,54000,40,49,"25-2020","6111","Southeast"
"10490","female",54,"white","no",1,"native","married",2,0,22,0,83000,55,49,"11-9030","6111","Southeast"
"10491","male",56,"asian","no",4,"foreign-born","divorced",2,1,24,1,1e+05,50,49,"25-1000","611M1","Southeast"
"10492","male",34,"white","no",1,"native","married",2,0,23,0,93000,40,49,"23-10XX","9211MP","Mideast"
"10493","female",46,"white","no",1,"native","married",3,1,22,0,88000,40,49,"25-2020","6111","Great Lakes"
"10494","male",51,"white","no",1,"native","never married",1,0,16,0,43000,40,49,"37-201X","6111","Mideast"
"10495","male",43,"white","no",1,"native","divorced",2,1,20,0,68000,40,49,"33-3050","92MP","Great Lakes"
"10496","female",62,"white","no",1,"native","divorced",1,0,19,0,20000,32,26,"53-3051","6111","Rocky Mountain"
"10497","male",38,"white","yes",5,"foreign-born","married",9,5,16,3,33300,40,49,"41-1011","713Z","Southwest"
"10498","female",47,"white","no",1,"native","widowed",4,0,16,0,12600,6,39,"37-201X","6111","Great Lakes"
"10499","male",42,"white","no",1,"native","married",4,2,20,0,40000,50,49,"51-91XX","928P","Great Lakes"
"10500","female",40,"white","no",1,"native","married",4,2,20,0,45700,40,49,"17-2051","23","Rocky Mountain"
"10501","female",63,"white","yes",1,"native","never married",1,0,23,1,71000,40,49,"23-10XX","92MP","Southwest"
"10502","female",59,"white","no",1,"native","married",2,0,21,1,42000,40,49,"25-2030","6111","Great Lakes"
"10503","male",52,"other","yes",5,"foreign-born","married",4,0,21,1,136000,40,49,"25-2030","6111","Far West"
"10504","male",54,"black","no",1,"native","married",2,0,21,0,45000,40,49,"25-2020","6111","Southeast"
"10505","male",38,"white","no",1,"native","married",5,3,22,0,105000,40,49,"17-21YY","928P","Mideast"
"10506","male",37,"black","no",1,"native","never married",1,0,19,1,35000,40,49,"33-3050","92MP","Southeast"
"10507","female",38,"white","no",1,"native","married",4,2,16,0,48000,40,49,"43-3031","712","Great Lakes"
"10508","female",57,"asian","no",4,"foreign-born","married",2,0,16,0,62000,40,49,"43-6012","92MP","Far West"
"10509","female",23,"white","no",1,"native","never married",1,0,22,0,50000,40,49,"21-1029","923","Southeast"
"10510","female",42,"white","no",1,"native","separated",3,2,21,0,41000,40,49,"19-1020","9211MP","Southeast"
"10511","male",31,"black","no",3,"native","married",4,2,22,0,65000,55,49,"11-3012","928110P1","Southeast"
"10512","female",42,"white","no",1,"native","divorced",1,0,16,0,4000,20,26,"41-2010","4453","Mideast"
"10513","female",38,"white","no",1,"native","married",4,2,22,0,40000,50,49,"25-2020","6111","Southeast"
"10514","female",44,"white","yes",1,"native","divorced",2,0,20,0,90000,38,49,"27-3092","92MP","Great Lakes"
"10515","male",53,"white","no",1,"native","divorced",2,0,18,0,65000,48,49,"33-2011","92MP","Great Lakes"
"10516","female",41,"white","no",1,"native","married",2,0,21,1,4800,8,49,"25-4022","51912","New England"
"10517","male",61,"asian","no",1,"native","married",3,1,21,1,83000,40,49,"53-7065","221MP","Far West"
"10518","female",53,"white","yes",4,"foreign-born","married",2,0,19,1,22000,30,49,"27-3091","6111","Far West"
"10519","male",21,"black","no",1,"native","never married",1,0,20,0,700,15,49,"53-3030","611M1","Southwest"
"10520","female",36,"white","yes",1,"native","never married",1,0,22,0,28000,30,39,"53-3051","6111","Far West"
"10521","female",25,"white","no",1,"native","never married",4,0,16,0,20000,40,49,"43-6014","923","Southeast"
"10522","female",44,"white","no",1,"native","married",4,2,22,0,22000,40,26,"25-2020","6111","Far West"
"10523","male",23,"other","yes",1,"native","married",4,2,18,1,20000,40,49,"47-4051","23","Far West"
"10524","male",44,"white","no",1,"native","married",6,4,22,0,63000,60,49,"25-2020","6111","Rocky Mountain"
"10525","male",25,"white","no",1,"native","never married",4,0,21,0,10000,20,49,"21-1012","6111","Mideast"
